lead_pt,trail_pt,Z_pt,MET,eta1,eta2,w_sm,w_p,w_m
56.66433016114174,17.923307792465973,48.543022972890554,48.54302297221233,-1.0714138642473896,-3.035754509194338,0.23886485,0.25356529,0.22460336
61.18247825355595,29.730111822548643,44.27788131244741,44.27788131140638,-0.6995379842052937,0.3195178931236376,0.23886485,0.25356529,0.22460336
126.83315460927699,43.30327520316125,157.55642407468895,157.5564240765261,0.5064798042605859,1.3676448645160195,0.23886485,0.25356529,0.22460336
47.92837241998295,27.592937995280277,30.539954352597427,30.539954351523356,3.2262370854933393,1.8590117907572496,0.23886485,0.25356529,0.22460336
35.194371741030416,32.908304881851656,7.153366515966758,7.153366515953221,-2.9308391734964587,-1.3796184937604257,0.23886485,0.25356529,0.22460336
61.29361291783012,40.412572786509905,54.36361119462113,54.36361119361853,-0.4438680655433316,0.039852481027109345,0.23886485,0.25356529,0.22460336
48.97475963964342,40.886271339092964,14.291563608304601,14.291563608607035,-1.256031337106202,-1.7194489292247432,0.23886485,0.25356529,0.22460336
53.08738467720464,12.150194674415593,57.31877520194126,57.318775201810794,-1.1965237556206525,1.3831057891593495,0.23886485,0.25356529,0.22460336
56.14511425298442,33.55678072558891,45.86429016718676,45.86429016760268,-0.28591142242069095,0.7636134797816674,0.23886485,0.25356529,0.22460336
53.40242602537918,41.916029957521495,47.04602337405906,47.0460233745775,-2.169790477355416,-1.4632513464683423,0.23886485,0.25356529,0.22460336
73.28245607788384,31.057536423030104,52.243031063810754,52.24303106381241,2.588038735909892,2.7126663732002023,0.23886485,0.25356529,0.22460336
81.44959603179561,9.003915519615155,73.12648176709081,73.12648176574908,-1.4905754970450549,0.7050743563418437,0.23886485,0.25356529,0.22460336
78.34854211897147,13.477665748195227,89.68457261904294,89.68457261980026,-0.6754744263555318,1.5773182637381147,0.23886485,0.25356529,0.22460336
76.81423685124942,64.4848881159922,118.40591901907332,118.4059190229149,-1.7901920960482913,-2.4634307917346816,0.23886485,0.25356529,0.22460336
188.87127873107463,11.209746399763523,180.14053741852481,180.1405374154636,-0.7045126545735038,-1.36588959787845,0.23886485,0.25356529,0.22460336
42.5686562040979,11.949697100302581,46.1779181856788,46.177918184826275,-1.8807066712333143,0.9803415020964006,0.23886485,0.25356529,0.22460336
42.11209157374352,37.19289847751742,18.16272406706773,18.1627240665529,0.30583269916341704,-0.8267830464602632,0.23886485,0.25356529,0.22460336
72.07225901527364,47.629863051090965,82.37259959077208,82.3725995913953,-0.9168292362819729,-0.44661672296108923,0.23886485,0.25356529,0.22460336
65.26099897134608,23.04375183364511,45.76652797844183,45.76652797869826,-3.323124042180495,-3.722852764280013,0.23886485,0.25356529,0.22460336
61.93074213059752,18.53905664748557,55.07934850864697,55.07934850872533,0.8448719356269838,2.700347216008919,0.23886485,0.25356529,0.22460336
53.52240726087792,38.00718823234638,15.803373285897186,15.803373285414864,-2.9146535894370214,-2.5737908925253787,0.23886485,0.25356529,0.22460336
72.72885328423376,32.63206757883707,46.75066903933637,46.7506690396173,-2.380687957640819,-3.49045842139842,0.23886485,0.25356529,0.22460336
84.85978133265185,39.45792972567258,84.00376157576358,84.00376157508107,0.5790739875106131,0.45250454549015073,0.23886485,0.25356529,0.22460336
58.46090745705714,32.30516539389892,27.74602029738794,27.746020296500593,1.201776243374549,1.8273526997714036,0.23886485,0.25356529,0.22460336
18.31958535833764,11.883737761720015,18.75209596903781,18.7520959684951,-0.8193577507127046,-4.487455890899003,0.23886485,0.25356529,0.22460336
43.45795485384089,38.85096087341237,13.979807490530296,13.9798074905303,1.954362809217243,2.856676455970465,0.23886485,0.25356529,0.22460336
95.16032205078554,22.477551767495328,73.93216487283222,73.93216487173527,-1.5198180328194586,-1.4080598232057269,0.23886485,0.25356529,0.22460336
104.11445499272271,18.281131489541675,94.90642961963107,94.90642962061631,-3.568129689596558,-2.516435683452139,0.23886485,0.25356529,0.22460336
31.975707490015722,23.579889049870534,55.43184658457255,55.43184658458972,-1.9623695649792028,0.5646489643116,0.23886485,0.25356529,0.22460336
59.95439354913652,35.14942544343446,30.192843480002434,30.19284348018405,3.192161096096221,2.9619096854325715,0.23886485,0.25356529,0.22460336
64.29921749849552,30.942980993132057,33.89992060852163,33.8999206099304,3.121040887844004,3.2953589519615067,0.23886485,0.25356529,0.22460336
41.8881659299365,31.260696913140812,73.11563243106248,73.1156324317723,0.366178832263591,-1.7305402981865756,0.23886485,0.25356529,0.22460336
52.35364837736518,40.29547863700355,12.151907654663214,12.15190765466321,-2.9429619809444714,-2.267935321047525,0.23886485,0.25356529,0.22460336
39.11952426401998,26.948186569460983,12.203498718317682,12.203498718564724,-3.0829468917031697,-1.3090736016140272,0.23886485,0.25356529,0.22460336
107.27199542008853,20.41858880877777,92.9861725150871,92.98617251568251,0.512119286193847,0.9350729133268484,0.23886485,0.25356529,0.22460336
61.520481648458166,34.97254383778801,41.17608095006033,41.17608095104897,-0.0379041449876301,-0.6518475088835837,0.23886485,0.25356529,0.22460336
32.2183297459182,29.83606937463948,48.85032333890126,48.85032333801055,2.5660558466460186,0.3742733878753009,0.23886485,0.25356529,0.22460336
61.5939214646015,31.358242027876894,33.24734398853438,33.247343987309065,-1.9852364299513852,-1.2652763534259541,0.23886485,0.25356529,0.22460336
23.92951531586998,19.689543884578764,6.054507292523771,6.054507292523771,1.6250665931122623,-1.129372354116617,0.23886485,0.25356529,0.22460336
53.767255503851786,42.82037239517156,34.746625992232325,34.74662599243233,-2.9131444880256274,-2.539107247422212,0.23886485,0.25356529,0.22460336
64.00192944805178,32.438243831388725,35.75776608546592,35.75776608509719,2.9692303080563023,2.714934145811417,0.23886485,0.25356529,0.22460336
51.64238997260036,45.645119063655635,30.72477216126464,30.724772161453693,2.003352416635558,2.0227892694754193,0.23886485,0.25356529,0.22460336
60.8112211573309,39.78199945792441,43.10515641398978,43.10515641430457,-0.09377014713802709,0.41832854538645264,0.23886485,0.25356529,0.22460336
97.19306955351814,25.1891026991196,101.79475146095456,101.79475146141012,-1.7517258727220368,-0.6010336441039702,0.23886485,0.25356529,0.22460336
123.79089984392478,11.09466766215718,118.50623589513343,118.50623589590515,0.5229618268896317,-1.113641504249479,0.23886485,0.25356529,0.22460336
43.09178702429322,13.684165059608418,35.160494913386145,35.160494913644634,0.6753592457934794,-1.8498215785082266,0.23886485,0.25356529,0.22460336
50.0276882864703,33.182454402785226,45.137002042613496,45.137002042387294,-2.9621756798643135,-1.6259305046091852,0.23886485,0.25356529,0.22460336
66.41002506378929,59.28191421573846,91.90461493605004,91.90461493661553,-1.7888763521469209,-2.167088967863037,0.23886485,0.25356529,0.22460336
91.27839047005041,17.552389528355807,73.73407189654746,73.73407189662433,-2.103568092540665,-1.1079449061583657,0.23886485,0.25356529,0.22460336
42.136665885991235,16.78444557464114,52.37914928261945,52.37914928360349,-0.4499360849857138,-2.9856498038193022,0.23886485,0.25356529,0.22460336
56.57394949146127,22.540599351839077,36.72867160565158,36.728671605708044,0.6588365029576755,2.131453235305305,0.23886485,0.25356529,0.22460336
53.53978512780893,44.92928806721477,21.003620530661195,21.00362053095651,-1.1499881761407271,-1.9849810441348659,0.23886485,0.25356529,0.22460336
100.34160440108103,23.478792970873084,84.36077398557858,84.36077398575435,-0.901139956836548,-0.8303019155062139,0.23886485,0.25356529,0.22460336
70.91888515128454,35.848152857045314,58.51766513062465,58.517665130664085,-0.4690146730722996,-0.7546026199331598,0.23886485,0.25356529,0.22460336
34.829684308294766,29.18877909364401,42.43376288976712,42.43376288987043,-0.17374357466197646,1.8864911081699978,0.23886485,0.25356529,0.22460336
66.79017439754328,28.46916551113373,43.877095108152155,43.87709510779651,-1.5098280170383949,-0.7275155735459128,0.23886485,0.25356529,0.22460336
55.87936442847409,17.578646380278887,67.82097283184153,67.82097283200156,2.499415655432913,0.24900173932722666,0.23886485,0.25356529,0.22460336
78.22594237300284,25.70830577651293,74.66422755915846,74.66422755870647,-0.4470272032948168,-1.6069019672753089,0.23886485,0.25356529,0.22460336
62.56355310433541,32.31702101762296,30.998201332314817,30.99820133241302,2.795544292879324,2.511588773056404,0.23886485,0.25356529,0.22460336
27.06248518009123,8.809076019647843,19.05921987379893,19.059219873617693,-0.32344982698968283,-3.8272056032671453,0.23886485,0.25356529,0.22460336
50.370241979495646,34.0577385449883,21.719058397839984,21.719058397773615,-3.2367340453677564,-2.4947248597753733,0.23886485,0.25356529,0.22460336
53.19086943190437,28.62277681406132,28.80842796999159,28.80842797104502,4.126102262202335,2.851300711775256,0.23886485,0.25356529,0.22460336
63.00109928043103,33.995025893059015,29.340323990133193,29.34032399063051,1.117724707432513,1.1945378472241088,0.23886485,0.25356529,0.22460336
79.13596918162276,44.71716624701062,123.70433595963006,123.70433595885295,-0.1104698125511128,1.4174324192992724,0.23886485,0.25356529,0.22460336
65.53658918253478,52.938802272918316,83.97222288156637,83.97222288156637,-3.7792095961308028,-3.1608498945955334,0.23886485,0.25356529,0.22460336
62.62501211179819,37.166403609497976,36.50228289828239,36.50228289828239,1.4264963433552014,1.6785409614379285,0.23886485,0.25356529,0.22460336
30.677863584965277,3.269496952140007,28.930018662464814,28.930018662961253,-4.57275340574785,-0.14898270742660796,0.23886485,0.25356529,0.22460336
38.38216642139565,26.713639961047257,22.24744293771666,22.247442937636496,1.8445143859591273,-0.005657543397190829,0.23886485,0.25356529,0.22460336
22.865461569705356,0.7259152557457645,22.420091144921997,22.420091144862027,-5.981678007726903,0.28471229975094586,0.23886485,0.25356529,0.22460336
103.94668571014418,28.553747175672807,117.51004594170277,117.51004594159248,1.2501292802104131,0.22576918747951807,0.23886485,0.25356529,0.22460336
46.8972632316225,45.38659589487887,51.91186310571277,51.911863104753394,1.562371139917333,0.48315401486260545,0.23886485,0.25356529,0.22460336
49.589242868682355,35.21371180928119,16.810185756329897,16.810185756428947,1.6000494824366225,0.7686745965620678,0.23886485,0.25356529,0.22460336
